Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	negative regulation of blood vessel endothelial cell migration (GO:0043537)	1/34	8.164980e-02	1.658197e-01	0	0	1.231725e+01	3.085861e+01	RHOA
GO_Biological_Process_2021	regulation of transmembrane transport (GO:0034762)	1/34	8.164980e-02	1.658197e-01	0	0	1.231725e+01	3.085861e+01	ACTB
GO_Biological_Process_2021	synaptic vesicle recycling (GO:0036465)	1/34	8.164980e-02	1.658197e-01	0	0	1.231725e+01	3.085861e+01	CANX
GO_Biological_Process_2021	negative regulation of neurogenesis (GO:0050768)	1/35	8.394959e-02	1.683928e-01	0	0	1.195438e+01	2.961745e+01	RHOA
GO_Biological_Process_2021	intracellular pH reduction (GO:0051452)	1/35	8.394959e-02	1.683928e-01	0	0	1.195438e+01	2.961745e+01	ATP6V0B
GO_Biological_Process_2021	cellular response to virus (GO:0098586)	1/35	8.394959e-02	1.683928e-01	0	0	1.195438e+01	2.961745e+01	ARF1
GO_Biological_Process_2021	cellular response to tumor necrosis factor (GO:0071356)	2/194	8.473752e-02	1.683928e-01	0	0	4.287760e+00	1.058304e+01	PSMB2;STAT1
GO_Biological_Process_2021	regulation of programmed cell death (GO:0043067)	2/194	8.473752e-02	1.683928e-01	0	0	4.287760e+00	1.058304e+01	STAT1;TARDBP
GO_Biological_Process_2021	regulation of receptor internalization (GO:0002090)	1/36	8.624372e-02	1.683928e-01	0	0	1.161224e+01	2.845671e+01	ARF1
GO_Biological_Process_2021	retina homeostasis (GO:0001895)	1/36	8.624372e-02	1.683928e-01	0	0	1.161224e+01	2.845671e+01	ACTB
GO_Biological_Process_2021	regulation of defense response to virus by host (GO:0050691)	1/36	8.624372e-02	1.683928e-01	0	0	1.161224e+01	2.845671e+01	STAT1
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	1/36	8.624372e-02	1.683928e-01	0	0	1.161224e+01	2.845671e+01	HINT1
GO_Biological_Process_2021	transferrin transport (GO:0033572)	1/36	8.624372e-02	1.683928e-01	0	0	1.161224e+01	2.845671e+01	ATP6V0B
GO_Biological_Process_2021	regulation of mRNA processing (GO:0050684)	1/36	8.624372e-02	1.683928e-01	0	0	1.161224e+01	2.845671e+01	KHDRBS1
GO_Biological_Process_2021	platelet aggregation (GO:0070527)	1/36	8.624372e-02	1.683928e-01	0	0	1.161224e+01	2.845671e+01	ACTB
GO_Biological_Process_2021	regulation of protein import into nucleus (GO:0042306)	1/36	8.624372e-02	1.683928e-01	0	0	1.161224e+01	2.845671e+01	ZPR1
GO_Biological_Process_2021	negative regulation of endothelial cell proliferation (GO:0001937)	1/37	8.853223e-02	1.688528e-01	0	0	1.128912e+01	2.736920e+01	STAT1
GO_Biological_Process_2021	positive regulation of cytokinesis (GO:0032467)	1/37	8.853223e-02	1.688528e-01	0	0	1.128912e+01	2.736920e+01	RHOA
GO_Biological_Process_2021	regulation of transport (GO:0051049)	1/37	8.853223e-02	1.688528e-01	0	0	1.128912e+01	2.736920e+01	ACTB
GO_Biological_Process_2021	regulation of erythrocyte differentiation (GO:0045646)	1/37	8.853223e-02	1.688528e-01	0	0	1.128912e+01	2.736920e+01	STAT1
GO_Biological_Process_2021	positive regulation of myeloid cell differentiation (GO:0045639)	1/37	8.853223e-02	1.688528e-01	0	0	1.128912e+01	2.736920e+01	STAT1
GO_Biological_Process_2021	centromere complex assembly (GO:0034508)	1/37	8.853223e-02	1.688528e-01	0	0	1.128912e+01	2.736920e+01	NPM1
GO_Biological_Process_2021	nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)	1/37	8.853223e-02	1.688528e-01	0	0	1.128912e+01	2.736920e+01	RPS27A
GO_Biological_Process_2021	phagosome maturation (GO:0090382)	1/37	8.853223e-02	1.688528e-01	0	0	1.128912e+01	2.736920e+01	ATP6V0B
GO_Biological_Process_2021	negative regulation of G0 to G1 transition (GO:0070317)	1/38	9.081512e-02	1.692814e-01	0	0	1.098345e+01	2.634853e+01	CBX3
GO_Biological_Process_2021	response to cAMP (GO:0051591)	1/38	9.081512e-02	1.692814e-01	0	0	1.098345e+01	2.634853e+01	STAT1
GO_Biological_Process_2021	histone exchange (GO:0043486)	1/38	9.081512e-02	1.692814e-01	0	0	1.098345e+01	2.634853e+01	NPM1
GO_Biological_Process_2021	negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059)	1/38	9.081512e-02	1.692814e-01	0	0	1.098345e+01	2.634853e+01	RPS7
GO_Biological_Process_2021	synaptic vesicle endocytosis (GO:0048488)	1/38	9.081512e-02	1.692814e-01	0	0	1.098345e+01	2.634853e+01	CANX
GO_Biological_Process_2021	tRNA aminoacylation (GO:0043039)	1/38	9.081512e-02	1.692814e-01	0	0	1.098345e+01	2.634853e+01	GATC
GO_Biological_Process_2021	mRNA destabilization (GO:0061157)	1/38	9.081512e-02	1.692814e-01	0	0	1.098345e+01	2.634853e+01	TARDBP
GO_Biological_Process_2021	ncRNA export from nucleus (GO:0097064)	1/38	9.081512e-02	1.692814e-01	0	0	1.098345e+01	2.634853e+01	NPM1
GO_Biological_Process_2021	regulation of nucleic acid-templated transcription (GO:1903506)	3/430	9.236643e-02	1.701522e-01	0	0	2.918382e+00	6.951561e+00	HINT1;HNRNPD;ZNF146
GO_Biological_Process_2021	regulation of receptor-mediated endocytosis (GO:0048259)	1/39	9.309240e-02	1.701522e-01	0	0	1.069388e+01	2.538901e+01	ARF1
GO_Biological_Process_2021	regulation of viral entry into host cell (GO:0046596)	1/39	9.309240e-02	1.701522e-01	0	0	1.069388e+01	2.538901e+01	SNX3
GO_Biological_Process_2021	response to peptide (GO:1901652)	1/39	9.309240e-02	1.701522e-01	0	0	1.069388e+01	2.538901e+01	STAT1
GO_Biological_Process_2021	regulation of exit from mitosis (GO:0007096)	1/39	9.309240e-02	1.701522e-01	0	0	1.069388e+01	2.538901e+01	RPS27A
GO_Biological_Process_2021	nucleotide-excision repair, DNA incision (GO:0033683)	1/39	9.309240e-02	1.701522e-01	0	0	1.069388e+01	2.538901e+01	RPS27A
GO_Biological_Process_2021	DNA replication-independent nucleosome assembly (GO:0006336)	1/39	9.309240e-02	1.701522e-01	0	0	1.069388e+01	2.538901e+01	NPM1
GO_Biological_Process_2021	negative regulation of cell-substrate adhesion (GO:0010812)	1/40	9.536410e-02	1.723889e-01	0	0	1.041915e+01	2.448556e+01	RHOA
GO_Biological_Process_2021	negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	1/40	9.536410e-02	1.723889e-01	0	0	1.041915e+01	2.448556e+01	STAT1
GO_Biological_Process_2021	positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	1/40	9.536410e-02	1.723889e-01	0	0	1.041915e+01	2.448556e+01	RPS7
GO_Biological_Process_2021	nucleocytoplasmic transport (GO:0006913)	1/40	9.536410e-02	1.723889e-01	0	0	1.041915e+01	2.448556e+01	NPM1
GO_Biological_Process_2021	gluconeogenesis (GO:0006094)	1/41	9.763021e-02	1.731555e-01	0	0	1.015816e+01	2.363366e+01	GAPDH
GO_Biological_Process_2021	carbohydrate catabolic process (GO:0016052)	1/41	9.763021e-02	1.731555e-01	0	0	1.015816e+01	2.363366e+01	GAPDH
GO_Biological_Process_2021	JNK cascade (GO:0007254)	1/41	9.763021e-02	1.731555e-01	0	0	1.015816e+01	2.363366e+01	RPS27A
GO_Biological_Process_2021	regulation of G0 to G1 transition (GO:0070316)	1/41	9.763021e-02	1.731555e-01	0	0	1.015816e+01	2.363366e+01	CBX3
GO_Biological_Process_2021	cortical cytoskeleton organization (GO:0030865)	1/41	9.763021e-02	1.731555e-01	0	0	1.015816e+01	2.363366e+01	RHOA
GO_Biological_Process_2021	nucleobase-containing compound catabolic process (GO:0034655)	1/41	9.763021e-02	1.731555e-01	0	0	1.015816e+01	2.363366e+01	HNRNPD
GO_Biological_Process_2021	endosome organization (GO:0007032)	1/41	9.763021e-02	1.731555e-01	0	0	1.015816e+01	2.363366e+01	SNX3
GO_Biological_Process_2021	regulation of ubiquitin-dependent protein catabolic process (GO:2000058)	1/42	9.989077e-02	1.743452e-01	0	0	9.909905e+00	2.282923e+01	RPS7
GO_Biological_Process_2021	negative regulation of protein catabolic process (GO:0042177)	1/42	9.989077e-02	1.743452e-01	0	0	9.909905e+00	2.282923e+01	SNX3
GO_Biological_Process_2021	nucleic acid-templated transcription (GO:0097659)	1/42	9.989077e-02	1.743452e-01	0	0	9.909905e+00	2.282923e+01	RNPS1
GO_Biological_Process_2021	translesion synthesis (GO:0019985)	1/42	9.989077e-02	1.743452e-01	0	0	9.909905e+00	2.282923e+01	RPS27A
GO_Biological_Process_2021	mitochondrial gene expression (GO:0140053)	1/42	9.989077e-02	1.743452e-01	0	0	9.909905e+00	2.282923e+01	GATC
GO_Biological_Process_2021	regulation of nervous system development (GO:0051960)	1/42	9.989077e-02	1.743452e-01	0	0	9.909905e+00	2.282923e+01	ZPR1
GO_Biological_Process_2021	positive regulation of axonogenesis (GO:0050772)	1/43	1.021458e-01	1.759474e-01	0	0	9.673469e+00	2.206861e+01	RHOA
GO_Biological_Process_2021	regulation of cell-substrate adhesion (GO:0010810)	1/43	1.021458e-01	1.759474e-01	0	0	9.673469e+00	2.206861e+01	RHOA
GO_Biological_Process_2021	positive regulation of neuron differentiation (GO:0045666)	1/43	1.021458e-01	1.759474e-01	0	0	9.673469e+00	2.206861e+01	RHOA
GO_Biological_Process_2021	positive regulation of T cell differentiation (GO:0045582)	1/43	1.021458e-01	1.759474e-01	0	0	9.673469e+00	2.206861e+01	SART1
GO_Biological_Process_2021	DNA synthesis involved in DNA repair (GO:0000731)	1/43	1.021458e-01	1.759474e-01	0	0	9.673469e+00	2.206861e+01	RPS27A
GO_Biological_Process_2021	positive regulation of cell division (GO:0051781)	1/44	1.043952e-01	1.774989e-01	0	0	9.448030e+00	2.134850e+01	RHOA
GO_Biological_Process_2021	hexose biosynthetic process (GO:0019319)	1/44	1.043952e-01	1.774989e-01	0	0	9.448030e+00	2.134850e+01	GAPDH
GO_Biological_Process_2021	homotypic cell-cell adhesion (GO:0034109)	1/44	1.043952e-01	1.774989e-01	0	0	9.448030e+00	2.134850e+01	ACTB
GO_Biological_Process_2021	positive regulation of stress fiber assembly (GO:0051496)	1/44	1.043952e-01	1.774989e-01	0	0	9.448030e+00	2.134850e+01	RHOA
GO_Biological_Process_2021	mitotic spindle assembly (GO:0090307)	1/44	1.043952e-01	1.774989e-01	0	0	9.448030e+00	2.134850e+01	RHOA
GO_Biological_Process_2021	positive regulation of RNA metabolic process (GO:0051254)	1/45	1.066392e-01	1.808469e-01	0	0	9.232839e+00	2.066590e+01	ZPR1
GO_Biological_Process_2021	establishment of protein localization to extracellular region (GO:0035592)	1/46	1.088776e-01	1.822938e-01	0	0	9.027211e+00	2.001812e+01	CANX
GO_Biological_Process_2021	regulation of DNA metabolic process (GO:0051052)	1/46	1.088776e-01	1.822938e-01	0	0	9.027211e+00	2.001812e+01	HNRNPD
GO_Biological_Process_2021	interleukin-12-mediated signaling pathway (GO:0035722)	1/46	1.088776e-01	1.822938e-01	0	0	9.027211e+00	2.001812e+01	ARF1
GO_Biological_Process_2021	positive regulation of smooth muscle cell proliferation (GO:0048661)	1/46	1.088776e-01	1.822938e-01	0	0	9.027211e+00	2.001812e+01	STAT1
GO_Biological_Process_2021	postreplication repair (GO:0006301)	1/46	1.088776e-01	1.822938e-01	0	0	9.027211e+00	2.001812e+01	RPS27A
GO_Biological_Process_2021	regulation of cellular metabolic process (GO:0031323)	1/47	1.111106e-01	1.855603e-01	0	0	8.830524e+00	1.940269e+01	ARF1
GO_Biological_Process_2021	regulation of cellular macromolecule biosynthetic process (GO:2000112)	3/468	1.117339e-01	1.861289e-01	0	0	2.674674e+00	5.861910e+00	HINT1;HNRNPD;ZNF146
GO_Biological_Process_2021	cellular response to interleukin-12 (GO:0071349)	1/48	1.133380e-01	1.877592e-01	0	0	8.642206e+00	1.881737e+01	ARF1
GO_Biological_Process_2021	substrate adhesion-dependent cell spreading (GO:0034446)	1/48	1.133380e-01	1.877592e-01	0	0	8.642206e+00	1.881737e+01	RHOA
GO_Biological_Process_2021	regulation of autophagy (GO:0010506)	2/231	1.135686e-01	1.877592e-01	0	0	3.588246e+00	7.805684e+00	ATP6V0B;GAPDH
GO_Biological_Process_2021	negative regulation of catabolic process (GO:0009895)	1/49	1.155600e-01	1.891504e-01	0	0	8.461735e+00	1.826013e+01	SNX3
GO_Biological_Process_2021	adherens junction organization (GO:0034332)	1/49	1.155600e-01	1.891504e-01	0	0	8.461735e+00	1.826013e+01	ACTB
GO_Biological_Process_2021	regulation of smooth muscle cell proliferation (GO:0048660)	1/49	1.155600e-01	1.891504e-01	0	0	8.461735e+00	1.826013e+01	STAT1
GO_Biological_Process_2021	mitotic cytokinesis (GO:0000281)	1/49	1.155600e-01	1.891504e-01	0	0	8.461735e+00	1.826013e+01	JTB
GO_Biological_Process_2021	regulation of cellular component movement (GO:0051270)	1/50	1.177765e-01	1.916307e-01	0	0	8.288630e+00	1.772910e+01	RHOA
GO_Biological_Process_2021	iron ion transport (GO:0006826)	1/50	1.177765e-01	1.916307e-01	0	0	8.288630e+00	1.772910e+01	ATP6V0B
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	3/481	1.186966e-01	1.916307e-01	0	0	2.600196e+00	5.541497e+00	GDI2;ILF2;RHOA
GO_Biological_Process_2021	regulation of axonogenesis (GO:0050770)	1/51	1.199876e-01	1.916307e-01	0	0	8.122449e+00	1.722257e+01	RHOA
GO_Biological_Process_2021	blood circulation (GO:0008015)	1/51	1.199876e-01	1.916307e-01	0	0	8.122449e+00	1.722257e+01	STAT1
GO_Biological_Process_2021	regulation of cellular amine metabolic process (GO:0033238)	1/51	1.199876e-01	1.916307e-01	0	0	8.122449e+00	1.722257e+01	PSMB2
GO_Biological_Process_2021	inositol lipid-mediated signaling (GO:0048017)	1/51	1.199876e-01	1.916307e-01	0	0	8.122449e+00	1.722257e+01	RHOA
GO_Biological_Process_2021	negative regulation of transport (GO:0051051)	1/51	1.199876e-01	1.916307e-01	0	0	8.122449e+00	1.722257e+01	SNX3
GO_Biological_Process_2021	DNA duplex unwinding (GO:0032508)	1/51	1.199876e-01	1.916307e-01	0	0	8.122449e+00	1.722257e+01	RPS27A
GO_Biological_Process_2021	positive regulation of actin filament bundle assembly (GO:0032233)	1/51	1.199876e-01	1.916307e-01	0	0	8.122449e+00	1.722257e+01	RHOA
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	3/485	1.208717e-01	1.925752e-01	0	0	2.578088e+00	5.447566e+00	GDI2;ILF2;RHOA
GO_Biological_Process_2021	regulation of telomere maintenance via telomerase (GO:0032210)	1/52	1.221933e-01	1.928133e-01	0	0	7.962785e+00	1.673898e+01	HNRNPC
GO_Biological_Process_2021	response to peptide hormone (GO:0043434)	1/52	1.221933e-01	1.928133e-01	0	0	7.962785e+00	1.673898e+01	STAT1
GO_Biological_Process_2021	negative regulation of protein metabolic process (GO:0051248)	1/52	1.221933e-01	1.928133e-01	0	0	7.962785e+00	1.673898e+01	SNX3
GO_Biological_Process_2021	endocytic recycling (GO:0032456)	1/52	1.221933e-01	1.928133e-01	0	0	7.962785e+00	1.673898e+01	SNX3
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	3/488	1.225128e-01	1.928551e-01	0	0	2.561746e+00	5.378487e+00	GDI2;ILF2;RHOA
GO_Biological_Process_2021	cellular macromolecule catabolic process (GO:0044265)	1/53	1.243935e-01	1.948831e-01	0	0	7.809262e+00	1.627689e+01	HNRNPD
GO_Biological_Process_2021	positive regulation of NIK/NF-kappaB signaling (GO:1901224)	1/53	1.243935e-01	1.948831e-01	0	0	7.809262e+00	1.627689e+01	RHOA
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	2/246	1.258972e-01	1.959885e-01	0	0	3.365096e+00	6.973452e+00	NPM1;RPS27A
GO_Biological_Process_2021	regulation of cellular amino acid metabolic process (GO:0006521)	1/54	1.265883e-01	1.959885e-01	0	0	7.661533e+00	1.583497e+01	PSMB2
GO_Biological_Process_2021	regulation of cyclin-dependent protein kinase activity (GO:1904029)	1/54	1.265883e-01	1.959885e-01	0	0	7.661533e+00	1.583497e+01	ACTB
GO_Biological_Process_2021	regulation of focal adhesion assembly (GO:0051893)	1/54	1.265883e-01	1.959885e-01	0	0	7.661533e+00	1.583497e+01	RHOA
GO_Biological_Process_2021	cytoplasmic microtubule organization (GO:0031122)	1/54	1.265883e-01	1.959885e-01	0	0	7.661533e+00	1.583497e+01	RHOA
GO_Biological_Process_2021	pyruvate metabolic process (GO:0006090)	1/55	1.287778e-01	1.984444e-01	0	0	7.519274e+00	1.541201e+01	GAPDH
GO_Biological_Process_2021	interstrand cross-link repair (GO:0036297)	1/55	1.287778e-01	1.984444e-01	0	0	7.519274e+00	1.541201e+01	RPS27A
GO_Biological_Process_2021	Rho protein signal transduction (GO:0007266)	1/56	1.309618e-01	2.013385e-01	0	0	7.382189e+00	1.500688e+01	RHOA
GO_Biological_Process_2021	negative regulation of cell cycle G2/M phase transition (GO:1902750)	1/57	1.331405e-01	2.032632e-01	0	0	7.250000e+00	1.461854e+01	PSMB2
GO_Biological_Process_2021	renal system development (GO:0072001)	1/57	1.331405e-01	2.032632e-01	0	0	7.250000e+00	1.461854e+01	STAT1
GO_Biological_Process_2021	positive regulation of gene expression, epigenetic (GO:0045815)	1/57	1.331405e-01	2.032632e-01	0	0	7.250000e+00	1.461854e+01	ACTB
GO_Biological_Process_2021	negative regulation of neuron projection development (GO:0010977)	1/58	1.353139e-01	2.056271e-01	0	0	7.122449e+00	1.424603e+01	RHOA
GO_Biological_Process_2021	regulation of phagocytosis (GO:0050764)	1/58	1.353139e-01	2.056271e-01	0	0	7.122449e+00	1.424603e+01	SNX3
GO_Biological_Process_2021	selective autophagy (GO:0061912)	1/59	1.374819e-01	2.084402e-01	0	0	6.999296e+00	1.388845e+01	RPS27A
GO_Biological_Process_2021	cellular component assembly (GO:0022607)	2/261	1.385334e-01	2.095516e-01	0	0	3.167793e+00	6.261599e+00	RHOA;ACTB
GO_Biological_Process_2021	apical junction assembly (GO:0043297)	1/60	1.396445e-01	2.097856e-01	0	0	6.880318e+00	1.354497e+01	RHOA
GO_Biological_Process_2021	cellular response to chemokine (GO:1990869)	1/60	1.396445e-01	2.097856e-01	0	0	6.880318e+00	1.354497e+01	RHOA
GO_Biological_Process_2021	Notch signaling pathway (GO:0007219)	1/60	1.396445e-01	2.097856e-01	0	0	6.880318e+00	1.354497e+01	STAT1
GO_Biological_Process_2021	pattern recognition receptor signaling pathway (GO:0002221)	1/61	1.418019e-01	2.125413e-01	0	0	6.765306e+00	1.321484e+01	RPS27A
GO_Biological_Process_2021	regulation of protein phosphorylation (GO:0001932)	2/266	1.428071e-01	2.135615e-01	0	0	3.107008e+00	6.047047e+00	NPM1;TARDBP
GO_Biological_Process_2021	glucose metabolic process (GO:0006006)	1/62	1.439539e-01	2.138187e-01	0	0	6.654065e+00	1.289732e+01	GAPDH
GO_Biological_Process_2021	I-kappaB kinase/NF-kappaB signaling (GO:0007249)	1/62	1.439539e-01	2.138187e-01	0	0	6.654065e+00	1.289732e+01	RPS27A
GO_Biological_Process_2021	stress-activated MAPK cascade (GO:0051403)	1/62	1.439539e-01	2.138187e-01	0	0	6.654065e+00	1.289732e+01	RPS27A
GO_Biological_Process_2021	actin cytoskeleton reorganization (GO:0031532)	1/63	1.461007e-01	2.145854e-01	0	0	6.546412e+00	1.259176e+01	RHOA
GO_Biological_Process_2021	amyloid fibril formation (GO:1990000)	1/63	1.461007e-01	2.145854e-01	0	0	6.546412e+00	1.259176e+01	RPS27A
GO_Biological_Process_2021	negative regulation of endopeptidase activity (GO:0010951)	1/63	1.461007e-01	2.145854e-01	0	0	6.546412e+00	1.259176e+01	GAPDH
GO_Biological_Process_2021	cell cycle G1/S phase transition (GO:0044843)	1/63	1.461007e-01	2.145854e-01	0	0	6.546412e+00	1.259176e+01	KHDRBS1
GO_Biological_Process_2021	negative regulation of peptidase activity (GO:0010466)	1/63	1.461007e-01	2.145854e-01	0	0	6.546412e+00	1.259176e+01	GAPDH
GO_Biological_Process_2021	protein secretion (GO:0009306)	1/64	1.482422e-01	2.162824e-01	0	0	6.442177e+00	1.229752e+01	CANX
GO_Biological_Process_2021	negative regulation of cell cycle process (GO:0010948)	1/64	1.482422e-01	2.162824e-01	0	0	6.442177e+00	1.229752e+01	CBX3
GO_Biological_Process_2021	regulation of cellular ketone metabolic process (GO:0010565)	1/64	1.482422e-01	2.162824e-01	0	0	6.442177e+00	1.229752e+01	PSMB2
GO_Biological_Process_2021	regulation of cell-matrix adhesion (GO:0001952)	1/65	1.503784e-01	2.174703e-01	0	0	6.341199e+00	1.201404e+01	RHOA
GO_Biological_Process_2021	inorganic anion transmembrane transport (GO:0098661)	1/65	1.503784e-01	2.174703e-01	0	0	6.341199e+00	1.201404e+01	SLC25A3
GO_Biological_Process_2021	cellular response to type I interferon (GO:0071357)	1/65	1.503784e-01	2.174703e-01	0	0	6.341199e+00	1.201404e+01	STAT1
GO_Biological_Process_2021	type I interferon signaling pathway (GO:0060337)	1/65	1.503784e-01	2.174703e-01	0	0	6.341199e+00	1.201404e+01	STAT1
GO_Biological_Process_2021	DNA metabolic process (GO:0006259)	2/277	1.523078e-01	2.195868e-01	0	0	2.981061e+00	5.609913e+00	NPM1;RPS27A
GO_Biological_Process_2021	negative regulation of G2/M transition of mitotic cell cycle (GO:0010972)	1/66	1.525094e-01	2.195868e-01	0	0	6.243328e+00	1.174076e+01	PSMB2
GO_Biological_Process_2021	protein N-linked glycosylation (GO:0006487)	1/67	1.546351e-01	2.216774e-01	0	0	6.148423e+00	1.147718e+01	DAD1
GO_Biological_Process_2021	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	1/67	1.546351e-01	2.216774e-01	0	0	6.148423e+00	1.147718e+01	RHOA
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	3/546	1.557845e-01	2.222957e-01	0	0	2.281298e+00	4.241575e+00	RPL37;GAPDH;RHOA
GO_Biological_Process_2021	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	3/547	1.563820e-01	2.222957e-01	0	0	2.276987e+00	4.224844e+00	KHDRBS1;CBX3;GAPDH
GO_Biological_Process_2021	interferon-gamma-mediated signaling pathway (GO:0060333)	1/68	1.567556e-01	2.222957e-01	0	0	6.056351e+00	1.122282e+01	STAT1
GO_Biological_Process_2021	negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	1/68	1.567556e-01	2.222957e-01	0	0	6.056351e+00	1.122282e+01	RPS27A
GO_Biological_Process_2021	positive regulation of protein localization to nucleus (GO:1900182)	1/68	1.567556e-01	2.222957e-01	0	0	6.056351e+00	1.122282e+01	ZPR1
GO_Biological_Process_2021	RNA 3'-end processing (GO:0031123)	1/69	1.588709e-01	2.248109e-01	0	0	5.966987e+00	1.097725e+01	RNPS1
GO_Biological_Process_2021	positive regulation of programmed cell death (GO:0043068)	2/286	1.601742e-01	2.261687e-01	0	0	2.885270e+00	5.284353e+00	RNPS1;RPS27A
GO_Biological_Process_2021	cellular response to light stimulus (GO:0071482)	1/70	1.609810e-01	2.263366e-01	0	0	5.880213e+00	1.074002e+01	NPM1
GO_Biological_Process_2021	negative regulation of viral process (GO:0048525)	1/70	1.609810e-01	2.263366e-01	0	0	5.880213e+00	1.074002e+01	STAT1
GO_Biological_Process_2021	Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	1/71	1.630860e-01	2.268722e-01	0	0	5.795918e+00	1.051077e+01	ACTB
GO_Biological_Process_2021	negative regulation of neuron apoptotic process (GO:0043524)	1/71	1.630860e-01	2.268722e-01	0	0	5.795918e+00	1.051077e+01	ZPR1
GO_Biological_Process_2021	regulation of endopeptidase activity (GO:0052548)	1/71	1.630860e-01	2.268722e-01	0	0	5.795918e+00	1.051077e+01	GAPDH
GO_Biological_Process_2021	regulation of hematopoietic stem cell differentiation (GO:1902036)	1/71	1.630860e-01	2.268722e-01	0	0	5.795918e+00	1.051077e+01	PSMB2
GO_Biological_Process_2021	phosphatidylinositol-mediated signaling (GO:0048015)	1/71	1.630860e-01	2.268722e-01	0	0	5.795918e+00	1.051077e+01	RHOA
GO_Biological_Process_2021	Fc-gamma receptor signaling pathway (GO:0038094)	1/72	1.651857e-01	2.269761e-01	0	0	5.713998e+00	1.028911e+01	ACTB
GO_Biological_Process_2021	negative regulation of epithelial cell proliferation (GO:0050680)	1/72	1.651857e-01	2.269761e-01	0	0	5.713998e+00	1.028911e+01	STAT1
GO_Biological_Process_2021	cell morphogenesis involved in differentiation (GO:0000904)	1/72	1.651857e-01	2.269761e-01	0	0	5.713998e+00	1.028911e+01	RHOA
GO_Biological_Process_2021	positive regulation of neurogenesis (GO:0050769)	1/72	1.651857e-01	2.269761e-01	0	0	5.713998e+00	1.028911e+01	RHOA
GO_Biological_Process_2021	negative regulation of cell adhesion (GO:0007162)	1/73	1.672803e-01	2.269761e-01	0	0	5.634354e+00	1.007470e+01	RHOA
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)	1/73	1.672803e-01	2.269761e-01	0	0	5.634354e+00	1.007470e+01	PSMB2
GO_Biological_Process_2021	regulation of actin filament-based process (GO:0032970)	1/73	1.672803e-01	2.269761e-01	0	0	5.634354e+00	1.007470e+01	RHOA
GO_Biological_Process_2021	insulin receptor signaling pathway (GO:0008286)	1/73	1.672803e-01	2.269761e-01	0	0	5.634354e+00	1.007470e+01	ATP6V0B
GO_Biological_Process_2021	transcription-coupled nucleotide-excision repair (GO:0006283)	1/73	1.672803e-01	2.269761e-01	0	0	5.634354e+00	1.007470e+01	RPS27A
GO_Biological_Process_2021	defense response to Gram-negative bacterium (GO:0050829)	1/73	1.672803e-01	2.269761e-01	0	0	5.634354e+00	1.007470e+01	RPL30
GO_Biological_Process_2021	proteolysis involved in cellular protein catabolic process (GO:0051603)	1/74	1.693697e-01	2.269761e-01	0	0	5.556891e+00	9.867213e+00	RPS27A
GO_Biological_Process_2021	regulation of stress fiber assembly (GO:0051492)	1/74	1.693697e-01	2.269761e-01	0	0	5.556891e+00	9.867213e+00	RHOA
GO_Biological_Process_2021	Fc receptor mediated stimulatory signaling pathway (GO:0002431)	1/74	1.693697e-01	2.269761e-01	0	0	5.556891e+00	9.867213e+00	ACTB
GO_Biological_Process_2021	regulation of cytokine-mediated signaling pathway (GO:0001959)	1/74	1.693697e-01	2.269761e-01	0	0	5.556891e+00	9.867213e+00	STAT1
GO_Biological_Process_2021	negative regulation of protein binding (GO:0032091)	1/74	1.693697e-01	2.269761e-01	0	0	5.556891e+00	9.867213e+00	ACTB
GO_Biological_Process_2021	cellular response to amino acid starvation (GO:0034198)	1/74	1.693697e-01	2.269761e-01	0	0	5.556891e+00	9.867213e+00	ATP6V0B
GO_Biological_Process_2021	NIK/NF-kappaB signaling (GO:0038061)	1/74	1.693697e-01	2.269761e-01	0	0	5.556891e+00	9.867213e+00	PSMB2
GO_Biological_Process_2021	mitotic nuclear division (GO:0140014)	1/74	1.693697e-01	2.269761e-01	0	0	5.556891e+00	9.867213e+00	RHOA
GO_Biological_Process_2021	DNA repair (GO:0006281)	2/298	1.707793e-01	2.279126e-01	0	0	2.766610e+00	4.889660e+00	NPM1;RPS27A
GO_Biological_Process_2021	response to amino acid starvation (GO:1990928)	1/75	1.714540e-01	2.279126e-01	0	0	5.481522e+00	9.666338e+00	ATP6V0B
