gene,freq,pct
RP4-560B9.4,1,0.02
RP6-11O7.2,1,0.02
RPAP2,1,0.02
RPARP-AS1,1,0.02
RPL12,1,0.02
RPL23,1,0.02
RPL27A,1,0.02
RPL27AP,1,0.02
RPL31,1,0.02
RPL39,1,0.02
RPRM,1,0.02
RPS17P5,1,0.02
RPS19,1,0.02
RPS27,1,0.02
RPS28,1,0.02
RPS4Y1,1,0.02
RPS6KB1,1,0.02
RPS8,1,0.02
RRAS,1,0.02
RRBP1,1,0.02
RRP8,1,0.02
RTEL1,1,0.02
RTF1,1,0.02
RXRB,1,0.02
S100A10,1,0.02
S100B,1,0.02
SAP30BP,1,0.02
SCAMP4,1,0.02
SCAP,1,0.02
SCARF1,1,0.02
SCGB1A1,1,0.02
SCGB2A1,1,0.02
SCIN,1,0.02
SCN11A,1,0.02
SCN4A,1,0.02
SCN5A,1,0.02
SCN9A,1,0.02
SCNN1G,1,0.02
SDHAP1,1,0.02
SDK2,1,0.02
SEC23IP,1,0.02
SEMA3E,1,0.02
SERBP1,1,0.02
SERHL,1,0.02
SERINC2,1,0.02
SETD4,1,0.02
SF3B2,1,0.02
SFN,1,0.02
SGCG,1,0.02
SGK1,1,0.02
SH3PXD2A,1,0.02
SHANK2,1,0.02
SHFM1,1,0.02
SHH,1,0.02
SIGLEC15,1,0.02
SIGLEC9,1,0.02
SIK1,1,0.02
SIPA1L3,1,0.02
SIRPAP1,1,0.02
SKIV2L,1,0.02
SLC12A4,1,0.02
SLC12A5,1,0.02
SLC18A1,1,0.02
SLC25A14,1,0.02
SLC25A20,1,0.02
SLC26A3,1,0.02
SLC26A4,1,0.02
SLC2A5,1,0.02
SLC30A5,1,0.02
SLC31A2,1,0.02
SLC35C2,1,0.02
SLC38A7,1,0.02
SLC47A1,1,0.02
SLC48A1,1,0.02
SLC4A1AP,1,0.02
SLC6A1,1,0.02
SLC6A11,1,0.02
SLC6A3,1,0.02
SLC8A2,1,0.02
SLC9A6,1,0.02
SLCO1A2,1,0.02
SLPI,1,0.02
SLURP1,1,0.02
SMG7,1,0.02
SMG7-AS1,1,0.02
SMG8,1,0.02
SMIM8,1,0.02
SMURF2,1,0.02
SNAP91,1,0.02
SNF8,1,0.02
SNHG3,1,0.02
SNTB2,1,0.02
SOCS1,1,0.02
SOWAHC,1,0.02
SOX12,1,0.02
SOX30,1,0.02
SP3,1,0.02
SP3P,1,0.02
SPANXA1,1,0.02
SPATA31A1,1,0.02
SPRR3,1,0.02
SPTB,1,0.02
SPTLC3,1,0.02
SRCAP,1,0.02
SRP19,1,0.02
SSX2B,1,0.02
ST3GAL2,1,0.02
STAG3,1,0.02
STAM2,1,0.02
STAT5A,1,0.02
STAT6,1,0.02
STK16,1,0.02
STK3,1,0.02
STX12,1,0.02
STX1A,1,0.02
STX5,1,0.02
STYK1,1,0.02
SUGP1,1,0.02
SUMO4,1,0.02
SURF2,1,0.02
SUZ12,1,0.02
SWAP70,1,0.02
SYDE1,1,0.02
SYNC,1,0.02
SYNCRIP,1,0.02
SYNDIG1,1,0.02
SYNJ1,1,0.02
SYT1,1,0.02
TAF1,1,0.02
TAF13,1,0.02
TAF15,1,0.02
TAF9B,1,0.02
TAP2,1,0.02
TAS2R16,1,0.02
TBC1D19,1,0.02
TBC1D22B,1,0.02
TBCAP2,1,0.02
TBCCD1,1,0.02
TBL1Y,1,0.02
TBRG4,1,0.02
TCEA2,1,0.02
TCF7,1,0.02
TDG,1,0.02
TECPR2,1,0.02
TENM4,1,0.02
TEX11,1,0.02
TEX13A,1,0.02
TFEB,1,0.02
THAP4,1,0.02
THG1L,1,0.02
THNSL1,1,0.02
THNSL2,1,0.02
THPO,1,0.02
THUMPD1,1,0.02
TIGD6,1,0.02
TIMM44,1,0.02
TINAGL1,1,0.02
TLE1,1,0.02
TM4SF1,1,0.02
TMEM132A,1,0.02
TMEM184B,1,0.02
TMEM194A,1,0.02
TMPRSS11D,1,0.02
TNFRSF11A,1,0.02
TNFSF11,1,0.02
TNFSF15,1,0.02
TNK1,1,0.02
TOR1AIP2,1,0.02
TOR1B,1,0.02
TOX3,1,0.02
TP53BP1,1,0.02
TPP2,1,0.02
TRA2B,1,0.02
TRAF3IP3,1,0.02
TRAPPC11,1,0.02
TRAV12-2,1,0.02
TRBV5-2,1,0.02
TRIM13,1,0.02
TRIM2,1,0.02
TRIM3,1,0.02
TRIM36,1,0.02
TRIM46,1,0.02
TRIM68,1,0.02
TRIP13,1,0.02
TRPA1,1,0.02
TRPC3,1,0.02
TRPV5,1,0.02
TSC2,1,0.02
TSPAN9,1,0.02
TSPYL5,1,0.02
TSR3,1,0.02
TTC18,1,0.02
TTC26,1,0.02
TTF2,1,0.02
TTI1,1,0.02
TUB,1,0.02
TUBA8,1,0.02
TUBB3,1,0.02
TUBB4B,1,0.02
TUBB4BP7,1,0.02
TUBGCP4,1,0.02
TWF1,1,0.02
UBE2V1P9,1,0.02
UFSP2,1,0.02
UPB1,1,0.02
USB1,1,0.02
USP13,1,0.02
USP32,1,0.02
USP53,1,0.02
USP9Y,1,0.02
VASH1,1,0.02
VCL,1,0.02
VCPIP1,1,0.02
VEGFC,1,0.02
VGF,1,0.02
VPS13C,1,0.02
VPS33A,1,0.02
VPS37C,1,0.02
VPS53,1,0.02
VPS72,1,0.02
VRK3,1,0.02
VSIG4,1,0.02
VWA9,1,0.02
WDR1,1,0.02
WDR19,1,0.02
WDR77,1,0.02
WNT2,1,0.02
WT1,1,0.02
XCL1,1,0.02
XPNPEP3,1,0.02
XRCC1,1,0.02
XRCC3,1,0.02
XRCC4,1,0.02
YBX1,1,0.02
YIPF2,1,0.02
YRDC,1,0.02
YTHDF1,1,0.02
ZBBX,1,0.02
ZBTB5,1,0.02
ZBTB7B,1,0.02
ZDHHC4,1,0.02
ZFAND1,1,0.02
ZFP69B,1,0.02
ZKSCAN4,1,0.02
ZMAT3,1,0.02
ZMYM3,1,0.02
ZNF134,1,0.02
ZNF154,1,0.02
ZNF175,1,0.02
ZNF197,1,0.02
ZNF205,1,0.02
ZNF205-AS1,1,0.02
ZNF208,1,0.02
ZNF224,1,0.02
ZNF227,1,0.02
ZNF236,1,0.02
ZNF239,1,0.02
ZNF267,1,0.02
ZNF282,1,0.02
ZNF385D,1,0.02
ZNF415,1,0.02
ZNF550,1,0.02
ZNF614,1,0.02
ZNF629,1,0.02
ZNF667,1,0.02
ZNF750,1,0.02
ZNF76,1,0.02
ZNF764,1,0.02
ZSCAN2,1,0.02
abParts,1,0.02
